,LSOA2011,income score,employment score,"education, skills and training score",barriers to housing and services score
85,E01000089,0.11872705513028102,0.0793594739199016,36.78708204905631,31.471600124533705
86,E01000090,0.13980975734654794,0.10635055458294898,34.912168263492994,37.7935440082183
87,E01000091,0.259967645760816,0.19399120230294906,40.34494977764562,29.513002069361992
88,E01000092,0.16546982056358123,0.0962168329504997,41.00420286450146,33.04811298263354
89,E01000093,0.3318081151124989,0.20394532186966102,48.0621604214547,28.5277768006672
90,E01000094,0.33669796904017085,0.11534041482230296,38.21172017656851,43.13652579882867
91,E01000095,0.169629973267444,0.08418512238397916,43.05940711637753,48.33821545560137
92,E01000096,0.375708163550644,0.16378385851442093,45.952239503113795,34.757568178749494
93,E01000097,0.23131352916605896,0.13854726551255694,39.884549817053305,28.146484146251005
94,E01000098,0.19889331085742304,0.140229869807337,35.64812547446181,25.860784109070316
95,E01000099,0.19824756787307898,0.129789693937135,45.4368949915796,26.139667797646208
96,E01000100,0.20061923769049592,0.12971255320852498,41.88306415672011,26.415286968247084
97,E01000101,0.23620736324445402,0.1485197065389001,44.07787748854852,26.5682704969425
98,E01000102,0.225418568258988,0.1344891306954109,38.10817155248182,28.531890565134294
99,E01000103,0.26963948978765484,0.12451337188197706,49.40660466327678,35.631668221924095
100,E01000104,0.35547542958422507,0.17883437325443904,55.97861143174169,35.055659004476894
101,E01000105,0.3302334810361499,0.18798964837138207,36.37684367089249,27.89780764127058
102,E01000106,0.2946207815206752,0.15835492211335908,45.96270472852486,29.753638842771494
103,E01000107,0.123126366744602,0.08421561822777973,31.992173996943098,31.225420792160595
104,E01000108,0.11420011382733898,0.0789853630512203,32.462589888793325,26.91777438083989
105,E01000109,0.13971109054535893,0.089268396188394,32.59119747686339,26.75835424820549
106,E01000110,0.07040629461572535,0.0508571413298847,18.660840752726088,27.847496574581314
107,E01000111,0.16124058888680706,0.0970289954667547,34.28144874057628,33.8267426573051
108,E01000112,0.10295174006493293,0.07640814885202298,22.96025249109179,27.411130578476683
109,E01000113,0.10828801664257795,0.0729459224281823,24.654097872655296,24.2906128527881
110,E01000114,0.13469142245214002,0.09266559679966446,28.36417193892808,29.7443422272845
111,E01000115,0.034960140404768886,0.044881198095185516,2.582615306444059,22.50501190817139
112,E01000116,0.06612399895053894,0.06044598611420797,5.25444946966374,17.453363755315305
113,E01000117,0.061125694400737625,0.06188843914636216,7.728761602249845,23.663462070405515
114,E01000118,0.08532434148796382,0.060061073707979876,7.922552301167513,21.99854376664508
115,E01000119,0.06234549126459716,0.04540233104758411,2.229002402915831,30.61669053717279
116,E01000120,0.0576564298784934,0.05925381591886159,3.11968218195185,19.587691550587802
117,E01000121,0.364287171467863,0.16952153904300896,20.285024778217906,35.155078884964276
118,E01000122,0.06336972331138259,0.04434142136545228,4.229421008016788,35.57070221472807
119,E01000123,0.09387824432491211,0.06297306896738955,6.524864342105099,31.037677777998336
120,E01000124,0.2208043996565061,0.12368553552104612,10.767430690889507,28.74216310136921
121,E01000125,0.2920359640339517,0.17949526921650283,20.769392924348125,29.946937155686932
122,E01000126,0.4460731213638508,0.13791047602125503,15.541188741190508,40.83167654012661
123,E01000127,0.24686698472919213,0.11353221933053702,20.086860874098807,25.63525066336091
124,E01000128,0.22236691826389898,0.09814259453779013,19.207368418531487,24.584193137440597
125,E01000129,0.36377164290213354,0.14259322002878091,23.322967624752206,27.061201373308606
126,E01000130,0.2357946944809229,0.11209320129478402,15.662862681789496,36.83092990507239
127,E01000131,0.12098600197882894,0.07155294556394125,6.2544350064500716,33.09583385702182
128,E01000132,0.25913718606468,0.11011883827347803,27.638085168160185,24.828792243042102
129,E01000133,0.2641270957562299,0.14248071512684093,22.773119246223917,30.91941641823769
130,E01000134,0.217055214302448,0.08164255156950065,18.26384446121321,28.469097299846684
131,E01000135,0.0607248191143106,0.0386361015177168,4.657974742934528,27.12731323322669
132,E01000136,0.035633685179448586,0.02786374319431872,3.3203825244482523,28.570938985425773
133,E01000137,0.26920694685642216,0.143185019506519,11.534108036376601,28.332308155785615
134,E01000138,0.10611644138862202,0.0614533533583046,5.23773668941135,27.027810177893908
135,E01000139,0.07309144850446184,0.04251409165013004,7.6121408328905895,24.79637904537241
136,E01000140,0.11979269270416604,0.053753505741022924,5.665748290616735,25.358586348747707
137,E01000141,0.1819926004263799,0.11431931043987299,10.120105389963209,27.537223013488987
138,E01000142,0.18843861664602807,0.07841981091757524,5.294434043506182,26.034435697238543
139,E01000143,0.243512859591843,0.1288281678534289,11.167354103088405,29.299004545395604
140,E01000144,0.04971426897868688,0.03724020366474328,4.819627419382734,27.630203878468816
141,E01000145,0.08915102474071675,0.04010732478380708,3.6059154022050572,23.3873333821366
142,E01000146,0.06225515424976447,0.046977769585320836,3.117684097734951,26.0504392062503
143,E01000147,0.11005486282293206,0.06537943865842162,5.01623318861844,23.864588278439317
144,E01000148,0.22976801626335808,0.13161112828790414,7.99916282267806,29.350682587725096
145,E01000150,0.13078413362650113,0.07986742638415033,9.05291930473038,35.28380358645601
146,E01000151,0.38504341165398126,0.15876323505414483,21.404809294814616,48.30661747052244
147,E01000152,0.3846714883290292,0.11278540865384293,22.758465647249714,40.24093609878921
148,E01000153,0.3594277461665651,0.17572247402699906,24.672260265960823,44.23606866561
149,E01000154,0.40447339196281756,0.15238522625005307,19.709111717940207,40.83015522678648
150,E01000155,0.15190042857687394,0.07650145412382073,5.042543230276656,43.58861199401509
151,E01000156,0.13943377072815502,0.07816971052177583,3.996892524207628,21.26887874089572
152,E01000157,0.13438972861167808,0.08247729005127712,7.2651839217734,25.016865492303996
153,E01000158,0.18635852180249207,0.11201670388705806,6.865295083426923,26.04316001551851
154,E01000159,0.12420950910317198,0.07526097648737905,4.5131941527915815,28.174668007005014
155,E01000160,0.11635450488379104,0.06967021230112148,4.137981585753804,28.19506205141127
156,E01000161,0.14122200041834,0.07459096881496223,6.969908572115793,26.47471951931189
157,E01000162,0.16814549064951004,0.09004029826162026,8.58344554518402,25.189042200834905
158,E01000163,0.2500894392627931,0.16067838783993402,12.882228704713311,31.5378274902514
159,E01000164,0.22667126589181213,0.12900011096247208,18.319867843244996,26.761531791208512
160,E01000165,0.06519029619143642,0.04646477124098848,4.377208615477408,39.28182184227399
161,E01000166,0.11147880825925406,0.06993391327016671,10.648536736309099,25.33978116248819
162,E01000167,0.19038520605583012,0.10874832106760493,24.77055937265869,27.9411235732847
163,E01000168,0.04848106165411589,0.054688917008270714,2.0519459578586,17.484649902143488
164,E01000169,0.0666471177418484,0.06460436011635246,2.8165141689518878,24.637815971271014
165,E01000170,0.12800900678766303,0.07180147611121822,14.287681868490306,22.039065438592722
166,E01000171,0.11646056785866409,0.056013382174487265,7.449034961154263,23.86553483413059
167,E01000172,0.05229011397734321,0.0483676685011299,2.987991233271549,25.906980571515685
168,E01000173,0.06938577345579672,0.04965318934926621,5.418607473884631,21.422651711207894
169,E01000174,0.13989308032148798,0.07763462635294081,7.4663970235815205,22.973403778187194
170,E01000175,0.06682560901425566,0.055157679116859155,3.3140150118128173,22.53934964333749
171,E01000176,0.2511642167207801,0.12774166174176205,14.761801828518688,37.40487656846651
172,E01000177,0.07334626522451089,0.05101658388865299,5.081907540723708,23.175188232547008
173,E01000178,0.09300998829101066,0.057381820474639696,1.5399934601392002,22.36675420989931
174,E01000179,0.0691064290447645,0.04828533401965362,2.48589201013236,31.438663254664306
175,E01000180,0.14583189822569095,0.07357938257983705,3.038517281953203,24.81916419668636
176,E01000181,0.0735406429780044,0.0698324956390753,2.2624948761784385,21.787880823250287
177,E01000182,0.04989538368694201,0.0418771173692502,0.7279131474160322,22.202057588037707
178,E01000183,0.10853643702784598,0.04585083080669242,2.3089555600093217,26.495519785795516
179,E01000184,0.252319206059803,0.13960097681643294,17.1587428122466,39.12836458142132
180,E01000185,0.34065047469671716,0.15657461635917605,20.497651797734683,32.99142258564668
181,E01000186,0.049962854053395865,0.028000808118817413,1.722632201334989,21.942932761634598
182,E01000187,0.14614271167858708,0.05709705813454496,5.2583477913319925,23.817255650460414
183,E01000188,0.06019097096683871,0.03556207158128657,1.5767165408719295,26.991782291077705
184,E01000189,0.41252010090361685,0.1587985691644379,28.9126293345856,39.45911013845389
185,E01000190,0.07847372991998942,0.04597828684490494,3.7962272282949563,29.912161081773892
186,E01000191,0.05679143928225504,0.04093119984905711,2.540452537180281,27.00287031489359
187,E01000192,0.11647555068771799,0.06495170348694215,1.059585492772749,27.196666658478083
188,E01000193,0.07454029949430561,0.05341247888915262,2.8169112477595464,20.510105874948756
189,E01000194,0.173023050663538,0.08503799895243701,5.254056732862927,29.318349340873986
190,E01000195,0.205670213829567,0.09622353079710808,25.0304982463141,33.740983076632205
191,E01000196,0.08394281572269892,0.058171165610250174,9.486565781754207,25.159225094514582
192,E01000197,0.07955447776768503,0.06872605264056598,3.4630863739048108,27.1476805295024
193,E01000198,0.08311679336046437,0.0433056145495836,1.4936187560427294,36.6179415989493
194,E01000199,0.043485458111404536,0.029776486211825284,0.3475592217174674,32.14233643086822
195,E01000200,0.081006805350075,0.056304859403126455,2.7401686413837094,28.724693845719226
196,E01000201,0.03545625713912012,0.029469080863599586,1.6473626107666293,23.51774614408249
197,E01000202,0.05932654078589787,0.06023749734021372,1.0218635514234504,28.433759879671808
198,E01000203,0.17931747423182295,0.06800443301657516,5.000972439331977,35.63903151298389
199,E01000204,0.0540207363348922,0.03744761010839466,1.0955200859385774,26.674898320142358
200,E01000205,0.04907598079200027,0.03269913396292632,1.15055268927285,28.918905830119225
201,E01000206,0.05432442088164746,0.01658799076132647,0.8672197919010414,42.10809357287785
202,E01000207,0.04644724418577317,0.03827386373078979,1.23974625148151,26.78443351556211
203,E01000208,0.03668521320628389,0.021896813859640183,1.153808944323219,28.18102000998791
204,E01000209,0.030863491449197134,0.036599604153973175,0.7746485409345807,25.12248350973149
205,E01000210,0.0400323361718744,0.03101792754707541,2.6540691248146207,24.685320538401392
206,E01000211,0.11906933808511841,0.06116019127733505,2.452844602414931,28.16333930516404
207,E01000212,0.02931834227797398,0.028890691157526866,1.8525409541182294,30.228725442260387
208,E01000213,0.017642259574616886,0.017482667584964303,3.0939322295754,39.785517213854355
209,E01000214,0.0233807179312806,0.02460119911699831,0.8669724644249623,33.678910972605514
210,E01000215,0.09973498722577945,0.05081447276276247,2.9559746258164212,25.06844531682802
211,E01000216,0.05919709360837273,0.036247329089767515,3.0074526389462726,25.94174781903982
212,E01000217,0.045868249093282416,0.04252642296219022,1.0047965898293691,23.40208758168379
213,E01000218,0.0818540075447817,0.03792201078307741,1.5168260302150098,22.708704925246703
214,E01000219,0.09291798525249584,0.0582840181746487,5.544824933527704,27.821087661262283
215,E01000220,0.12596039646404392,0.07564310633691786,4.790988546070781,25.396712001977686
216,E01000221,0.32629150148742586,0.13897722176882607,15.690842308405196,44.73746476415452
217,E01000222,0.15995727796825596,0.09042465450494999,6.7690815419738835,29.698800494431108
218,E01000223,0.25671974113638485,0.10887820635458494,20.241152309620812,34.6942624163995
219,E01000224,0.12353106227870395,0.07986261150809205,9.123727271894786,24.1794508130868
220,E01000225,0.05876885452273493,0.039370872046703094,5.076029071186358,27.403910165489297
221,E01000226,0.257407723624412,0.13092851576041803,20.125610637842513,30.39350052336542
222,E01000227,0.07953900380768694,0.05878004845863068,4.614765882465823,27.772940049161104
223,E01000228,0.10423046007793692,0.05189311277360502,7.140161130028104,32.47245330992338
224,E01000229,0.20595680152512197,0.08907416573126438,15.8188983489646,35.943342525123505
225,E01000230,0.06523071250998728,0.047678153360914036,2.7622356733889295,24.7403512033469
226,E01000231,0.11282785852049003,0.06599560521010318,5.39179029048691,27.467201595424182
227,E01000232,0.10501915466056912,0.09254752754556574,2.272011118821809,22.647980252594124
228,E01000233,0.10651041934788805,0.05676870070501129,1.76178952893784,22.2638694618779
229,E01000234,0.07034798024522405,0.04708731557945242,1.0517235065105104,23.668110214723118
230,E01000235,0.2358866034915999,0.11122272665022293,11.637048780122496,24.466103731745676
231,E01000236,0.09366646901575403,0.0611378099362428,2.62809824173307,28.013761222587185
232,E01000237,0.09387350549450697,0.06077016404502786,1.1367693277989213,23.489050505820995
233,E01000238,0.10294597181439491,0.06550323818038045,3.550111940639869,23.019839474519102
234,E01000239,0.14332693847635,0.06548028238804933,3.488535172972437,32.760284142365514
235,E01000240,0.08823764721726557,0.05547518173545646,4.396978275826428,33.73345991485839
236,E01000241,0.07190082637369541,0.05041317339590285,0.8953425109284365,32.88862381279702
237,E01000242,0.1371125582172591,0.05778908004998698,1.8196113090036614,30.89329568297452
238,E01000243,0.11994880203289603,0.07170944969596603,0.9538428165139107,25.077510954371768
239,E01000244,0.10016761566507396,0.06343669799555367,2.813968187224778,26.649457994637817
240,E01000245,0.29841067524103543,0.1639883402140291,12.850309884092166,25.592093216159718
241,E01000246,0.055154009076174355,0.05443886807768932,4.139480884136567,30.100218675776595
242,E01000247,0.06265687153552936,0.04159064805452948,4.48642170785584,31.066121690823113
243,E01000248,0.06729590164999759,0.05099576800532384,2.529215599833861,21.1137145585817
244,E01000249,0.03952054708237918,0.03515409592698589,2.0479292580905,23.383641707138878
245,E01000250,0.09198413283715284,0.07818933729553647,3.4368412168686655,27.08201071889449
246,E01000251,0.11130439428201581,0.09872864996112532,5.549243954197909,24.758285334040984
247,E01000252,0.13103566973731604,0.08828522132151208,3.552457750928236,27.997073208314514
248,E01000253,0.03718909484747385,0.03937437456316124,1.3302507354536022,40.40946919710189
249,E01000254,0.0347059012302513,0.03276287374417148,2.8447283630803786,28.302582478010976
250,E01000255,0.12636099949139284,0.07638270969334084,11.288540695628509,26.967256189364964
251,E01000256,0.06956270492124704,0.04942601446472642,3.1814678274722605,29.51919380604832
252,E01000257,0.250988624052918,0.10860894629044304,12.035749142762494,40.51689233208042
253,E01000258,0.054535449695174244,0.04603576462391246,2.6279519545322465,29.031107654220857
254,E01000259,0.07271205482148443,0.04366801465882509,2.7403702530536402,26.793282298325572
255,E01000260,0.1349646866861179,0.05551194540058699,3.2905897302722424,41.632036627366475
256,E01000261,0.056978958409691166,0.03037300419731476,1.7230006798704207,37.60296638115122
257,E01000262,0.05901340914906814,0.034753316024078024,3.716065258525013,27.05953392593932
258,E01000263,0.017012792551576998,0.019065828443413903,1.0543834946742097,25.973523161478088
259,E01000264,0.10195654583260194,0.06693067786914189,2.449149152996069,24.754455360208507
260,E01000265,0.11086902879993597,0.07107750461660474,5.877211184672943,24.526641388134514
261,E01000266,0.038114733200990715,0.04074223972072489,3.399221233132703,28.323621309943718
262,E01000267,0.0583483081165284,0.0448551373119372,3.4899491222158066,28.1880132833594
263,E01000268,0.15289895550561697,0.06623873465345484,4.150766625880387,24.624790677992
264,E01000269,0.06921554761497277,0.09112739628356213,9.100559111479779,20.514139066772106
265,E01000270,0.055325030209012284,0.0579117935461233,2.7094033324572178,24.867209549662313
266,E01000271,0.03736966261858482,0.035353730132728224,1.86523462787666,30.632646197541504
267,E01000272,0.02248365842612069,0.021141096263634588,0.523907029618899,23.44161353567839
268,E01000273,0.1568780486075052,0.09039118122093716,6.847740348578423,26.50556015728787
269,E01000274,0.15225857088884892,0.08980964503349033,7.693225683385702,23.055284352798814
270,E01000275,0.06065477067881052,0.04422960373746728,1.34494093687217,34.439381927650885
271,E01000276,0.034822138913469976,0.034317667944608415,1.5008684571087096,31.178446198097607
272,E01000277,0.15543224165174122,0.06477022257157389,3.6917388128482,31.707811970432548
273,E01000278,0.030584555006930587,0.035548806849688204,1.5634550713653803,32.70607241196682
274,E01000279,0.02160225312036471,0.025913432839275177,1.0239443077856902,40.31867191470538
275,E01000280,0.013747693961746407,0.0196048881642783,1.6954246504615809,26.7988312302781
276,E01000281,0.05329131746223128,0.03467354388296243,9.257765303011636,23.07590354061996
277,E01000282,0.0548385221238561,0.04749152688928728,2.2040494462869105,23.882986019712316
278,E01000283,0.0200446592607569,0.03031189828812209,0.8023751019408073,29.734459896769984
279,E01000284,0.13570220194211907,0.09572857225339079,6.428517593595246,27.136932132141506
280,E01000285,0.13100705872403606,0.069973007361124,9.218036293039257,22.292387129162694
281,E01000286,0.17053562956698998,0.08564900975014553,16.988325537430295,30.638109551501685
282,E01000287,0.188985871480976,0.10813068749645195,23.812793974198488,23.08872918531669
283,E01000288,0.08204914703663209,0.0627211033788777,6.498486917586898,26.469288175417507
284,E01000289,0.3074260760226641,0.14015875458418195,35.7132332859095,31.26029969062189
285,E01000290,0.12277434527874906,0.07476092037091264,12.47345162591319,44.724110548913124
286,E01000291,0.265400457851037,0.161704651915795,23.360412776529408,29.02612634939329
287,E01000292,0.07622983338129863,0.06799194007095914,2.9575022768364967,20.716467025244807
288,E01000293,0.0555455981924673,0.0429338794945846,2.2146175885261687,22.128740032167688
289,E01000294,0.07662373701409035,0.06576017397340593,1.654075377934141,23.00562895483901
290,E01000295,0.06696185144378285,0.04887060298271929,1.1244922866404103,23.5564624643215
291,E01000296,0.0723071003020239,0.05532089812709004,2.151981553019282,23.264979179116605
292,E01000297,0.11317557880747606,0.06238302818571161,6.287133864109162,33.12104248779962
293,E01000298,0.11303280942339484,0.04740417253467389,3.4412963287661573,25.205413884306605
294,E01000299,0.1287078453675112,0.052148661611784476,5.4818667689957,24.37561509941619
295,E01000300,0.124445941693593,0.060831474311269,3.3513696293278388,25.03585341707379
296,E01000301,0.06457417062470933,0.04629253001227022,2.78379662545369,23.373755509941486
297,E01000302,0.12008950322962406,0.08423605906608723,4.016288070720603,23.820518263023907
298,E01000303,0.062003276919190435,0.04127905928280897,4.364537528925698,27.62598713628651
299,E01000304,0.09976514401086081,0.07244281911800372,3.236195114156749,30.841849644300993
300,E01000305,0.22860404686424116,0.13005934111633505,9.395464437100825,40.19710621377312
301,E01000306,0.13592364143100893,0.07533186190174829,10.055348511078998,27.353338554199116
302,E01000307,0.16751129121871092,0.10160556451384395,12.131283398965994,37.18743970618909
303,E01000308,0.33022994142179923,0.16352420950689794,19.026667670722247,36.76700124874148
304,E01000309,0.12215761509565107,0.08534503712048334,3.049484649470483,29.90012714882257
305,E01000310,0.15427119817696222,0.10407048500476891,7.5629869647844385,26.759878937895717
306,E01000311,0.06430046522210114,0.04902066909409088,1.2551407994002897,23.398017298134814
307,E01000312,0.17519283448098485,0.115652291889409,11.137278636862206,39.17335151179358
308,E01000313,0.19565699465730194,0.100041416410591,10.583280976464792,32.8625607112968
309,E01000314,0.05990043385535163,0.04401598875571321,1.2484007779879602,22.588363229870208
310,E01000315,0.28913181176861674,0.13508250810823405,19.407868726050793,36.60012188189413
311,E01000316,0.13066112573323704,0.07519074507454616,4.40310495595857,28.788670561696588
312,E01000317,0.12304721193408301,0.07238807188780576,2.1812272583612313,26.558428714159707
313,E01000318,0.12307511409041703,0.06507556593118252,3.4962147862224993,25.788709272870808
314,E01000319,0.08866045450097239,0.0615626280488762,3.00710241452542,27.847626889961486
315,E01000320,0.06570934313415307,0.05157029019007277,1.0871343239803088,28.9673636510041
316,E01000321,0.12046675903963897,0.08059195525338227,4.464745902321814,24.29367755947467
317,E01000322,0.120578460852375,0.0643278525234523,3.2177770632133322,25.714879485058084
318,E01000323,0.1446310063317029,0.08330440197781876,7.696203007637849,26.64261896169061
319,E01000324,0.10363847443043997,0.08663329452006122,6.039908976542286,26.016139076328283
320,E01000325,0.03565181016961029,0.04077623590551439,11.414091132726805,14.4760239946699
321,E01000326,0.04255923399745379,0.038192802650460995,18.525736828516003,17.1179243474996
322,E01000327,0.044517400347315286,0.04723656442746267,13.425829550578797,16.4394422731375
323,E01000328,0.05418441545773357,0.054632419060390104,14.174515017471604,13.047641800092494
324,E01000329,0.13382549437620395,0.08187341036449208,20.998260944884404,21.873290282411293
325,E01000330,0.100922287624702,0.05568337265628463,14.79796632221041,17.28745235003059
326,E01000331,0.15860110819448592,0.08543657463178468,33.86172575035581,26.337655731082396
327,E01000332,0.08973093615185161,0.07489445297038583,29.915609344453998,13.4042199089734
328,E01000333,0.1635555644191699,0.10887786106608709,21.84941511188412,16.05634850552632
329,E01000334,0.0900266441353478,0.07411798288561978,26.872622237088503,18.8214397253576
330,E01000335,0.2534453599351399,0.10215531901863094,40.22123901481671,31.951947009317205
331,E01000336,0.23878031230951785,0.1203562151110721,33.884087086670895,22.62278460295798
332,E01000337,0.146453432631005,0.07392724176637454,21.48479062138529,20.743086867327506
333,E01000338,0.0905531574310054,0.07231133798891734,22.956630732647483,18.3244085025409
334,E01000339,0.084069057890628,0.06434204291620581,20.159680607548193,15.738757126489991
335,E01000340,0.05112482835892782,0.053815085248905,22.499796869626895,27.500706892037396
336,E01000341,0.0525967539730412,0.061285704934804716,22.1978769702419,15.359323394413705
337,E01000342,0.046875809014170315,0.03735912463036829,17.117973041286096,18.3393264735706
338,E01000343,0.0314346898897131,0.03291129110923308,12.9014571226762,11.478582613223896
